"Record_number","Entry_date","Study_number","Author","Quality_flag","Contributor","Country","Region","Site_name","Site_ID","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_growingseason","Rs_wet","Rs_dry","GPP","ER","NEP","NPP","ANPP","BNPP","TBCA","Litter_flux","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes"
6860,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP10N",2012.5,1,42.18,116.8,1324,"Precipitation amount change, fertilized","+30%, 10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,10,1,NA,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6861,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-CK",2013.5,1,42.18,116.8,1324,"None",NA,NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,10,1,NA,889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6862,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP",2013.5,1,42.18,116.8,1324,"Precipitation amount change","+30%",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,10,1,NA,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6863,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-10N",2013.5,1,42.18,116.8,1324,"Fertilized","10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,10,1,NA,814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6864,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP10N",2013.5,1,42.18,116.8,1324,"Precipitation amount change, fertilized","+30%, 10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,10,1,NA,795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7378,"2019-10-15",8169,"Yang","Q01","DP","China","Guangdong","Heshan National Field Research Station","CN-GDH-NDNE",2011.8,1,22.567,112.833,NA,"None","No D No E",6,29,"Castanopsis hystrix, Liquidambar forosana","Subtropical","Forest","Managed","Evergreen","Mature","Laterite","Medium",NA,NA,NA,NA,NA,22.6,1700,NA,NA,NA,"IRGA",NA,2,78.5,"9to14",15,1,NA,662.256,151.3728,NA,NA,NA,NA,NA,NA,1.6,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"annual solar radiation is 4350.5 MJ m22"
7379,"2019-10-15",8169,"Yang","Q01","DP","China","Guangdong","Heshan National Field Research Station","CN-GDH-NDWE",2011.8,1,22.567,112.833,NA,"Managed","No D with E",6,29,"Castanopsis hystrix, Liquidambar forosana","Subtropical","Forest","Managed","Evergreen","Mature","Laterite","Medium",NA,NA,NA,NA,NA,22.6,1700,NA,NA,NA,"IRGA",NA,2,78.5,"9to14",15,1,NA,1021.7664,302.7456,NA,NA,NA,NA,NA,NA,3.8,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"annual solar radiation is 4350.5 MJ m23"
7380,"2019-10-15",8169,"Yang","Q01","DP","China","Guangdong","Heshan National Field Research Station","CN-GDH-WDNE",2011.8,1,22.567,112.833,NA,"Managed","With D no E",6,29,"Castanopsis hystrix, Liquidambar forosana","Subtropical","Forest","Managed","Evergreen","Mature","Laterite","Medium",NA,NA,NA,NA,NA,22.6,1700,NA,NA,NA,"IRGA",NA,2,78.5,"9to14",15,1,NA,832.5504,189.216,NA,NA,NA,NA,NA,NA,2.9,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"annual solar radiation is 4350.5 MJ m24"
7381,"2019-10-16",8169,"Yang","Q01","DP","China","Guangdong","Heshan National Field Research Station","CN-GDH-WDWE",2011.8,1,22.567,112.833,NA,"Managed","With D with E",6,29,"Castanopsis hystrix, Liquidambar forosana","Subtropical","Forest","Managed","Evergreen","Mature","Laterite","Medium",NA,NA,NA,NA,NA,22.6,1700,NA,NA,NA,"IRGA",NA,2,78.5,"9to14",15,1,NA,1218.55104,321.6672,NA,NA,NA,NA,NA,NA,4.4,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"annual solar radiation is 4350.5 MJ m25"
7398,"2019-10-24",8537,"Ma","Q01","DP","China","Hebei","Saihanba National Forest Park","CN-HBS-10YR",2011,3,42.412,117.2474,1505,"None",NA,10,NA,"Larix Principis-Rupprechtii","Boreal","Forest","Managed","Mixed","Aggrading","Sandy","Dry",1.47,9,54.2,28.3,17.5,-1.4,450,NA,NA,NA,"IRGA",NA,8,314,NA,15,0.416,"Exclusion",427,NA,NA,NA,150,266,NA,2.75,NA,NA,NA,NA,NA,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3950,45,NA
7399,"2019-10-25",8537,"Ma","Q01","DP","China","Hebei","Saihanba National Forest Park","CN-HBS-20YR",2011,3,42.412,117.2474,1505,"None",NA,20,NA,"Larix Principis-Rupprechtii","Boreal","Forest","Managed","Mixed","Aggrading","Sandy","Dry",1.5,9.7,66.9,20,13.1,-1.4,450,NA,NA,NA,"IRGA",NA,8,314,NA,15,0.416,"Exclusion",448,NA,NA,NA,164,301,NA,2.7,NA,NA,NA,NA,NA,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5320,45,NA
7400,"2019-10-25",8537,"Ma","Q01","DP","China","Hebei","Saihanba National Forest Park","CN-HBS-45YR",2011,3,42.412,117.2474,1505,"None",NA,45,NA,"Larix Principis-Rupprechtii","Boreal","Forest","Managed","Mixed","Mature","Sandy","Dry",1.47,8.9,74,15.4,10.6,-1.4,450,NA,NA,NA,"IRGA",NA,8,314,NA,15,0.416,"Exclusion",468,NA,NA,NA,163,316,NA,2.94,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4790,45,NA
7420,"2019-11-7",9616,"Wang","Q01","JM","China","Shaanxi","Wangdonggou","CN-SX-1M",2011.5,1,35.217,107.667,1220,"Fertilized","0.5m. 100kg/N/ha, 385kg/P/ha. 100kg/N/ha (both twice each year)",11,NA,"Malus pumila",NA,"Forest","Managed","Deciduous","Mature","Cumulic haplustolls",NA,NA,NA,NA,NA,24,9.4,560,NA,NA,NA,"IRGA",NA,2,314,"9to11",15,1,NA,550,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7421,"2019-11-7",9616,"Wang","Q01","JM","China","Shaanxi","Wangdonggou","CN-SX-2M",2011.5,1,35.217,107.667,1220,"Fertilized","2m. 100kg/N/ha, 385kg/P/ha. 100kg/N/ha (both twice each year)",11,NA,"Malus pumila",NA,"Forest","Managed","Deciduous","Mature","Cumulic haplustolls",NA,NA,NA,NA,NA,24,9.4,560,NA,NA,NA,"IRGA",NA,2,314,"9to11",15,1,NA,450,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7422,"2019-11-7",9616,"Wang","Q01","JM","China","Shaanxi","Wangdonggou","CN-SX-1M",2012.5,1,35.217,107.667,1220,"Fertilized","0.5m. 100kg/N/ha, 385kg/P/ha. 100kg/N/ha (both twice each year)",12,NA,"Malus pumila",NA,"Forest","Managed","Deciduous","Mature","Cumulic haplustolls",NA,NA,NA,NA,NA,24,9.4,560,NA,NA,NA,"IRGA",NA,2,314,"9to11",15,1,NA,580,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7423,"2019-11-7",9616,"Wang","Q01","JM","China","Shaanxi","Wangdonggou","CN-SX-2M",2012.5,1,35.217,107.667,1220,"Fertilized","2m. 100kg/N/ha, 385kg/P/ha. 100kg/N/ha (both twice each year)",12,NA,"Malus pumila",NA,"Forest","Managed","Deciduous","Mature","Cumulic haplustolls",NA,NA,NA,NA,NA,24,9.4,560,NA,NA,NA,"IRGA",NA,2,314,"9to11",15,1,NA,440,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7424,"2019-11-7",9616,"Wang","Q01","JM","China","Shaanxi","Wangdonggou","CN-SX-1M",2013.5,1,35.217,107.667,1220,"Fertilized","0.5m. 100kg/N/ha, 385kg/P/ha. 100kg/N/ha (both twice each year)",13,NA,"Malus pumila",NA,"Forest","Managed","Deciduous","Mature","Cumulic haplustolls",NA,NA,NA,NA,NA,24,9.4,560,NA,NA,NA,"IRGA",NA,2,314,"9to11",15,1,NA,770,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7425,"2019-11-7",9616,"Wang","Q01","JM","China","Shaanxi","Wangdonggou","CN-SX-2M",2013.5,1,35.217,107.667,1220,"Fertilized","2m. 100kg/N/ha, 385kg/P/ha. 100kg/N/ha (both twice each year)",13,NA,"Malus pumila",NA,"Forest","Managed","Deciduous","Mature","Cumulic haplustolls",NA,NA,NA,NA,NA,24,9.4,560,NA,NA,NA,"IRGA",NA,2,314,"9to11",15,1,NA,560,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7426,"2019-11-7",9620,"Song","Q01","JM","China","Inner Mongolia","Duolun county","CN-IM-CK",2011,1,42.033,116.267,1324,"None",NA,NA,NA,"Dasyhippus barbipes, Oedaleus decorus asiati us","Temperate","Steppe","Managed",NA,NA,"Haplic calcisol",NA,NA,NA,NA,NA,NA,2.2,379,NA,NA,NA,"IRGA",NA,3,78.5,"9to10.5",10,0.5,NA,745.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1066.95,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7427,"2019-11-7",9620,"Song","Q01","JM","China","Inner Mongolia","Duolun county","CN-IM-200LOCUST",2011,1,42.033,116.267,NA,"Locust carcass addition","200 individuals/m^-2",NA,NA,"Dasyhippus barbipes, Oedaleus decorus asiati us","Temperate","Steppe","Managed",NA,NA,"Haplic calcisol",NA,NA,NA,NA,NA,NA,2.2,379,NA,NA,NA,"IRGA",NA,3,78.5,"9to10.5",10,0.5,NA,815.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1255.68,NA,NA,209.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7428,"2019-11-7",9620,"Song","Q01","JM","China","Inner Mongolia","Duolun county","CN-IM-400LOCUST",2011,1,42.033,116.267,NA,"Locust carcass addition","400 individuals/m^-2",NA,NA,"Dasyhippus barbipes, Oedaleus decorus asiati us","Temperate","Steppe","Managed",NA,NA,"Haplic calcisol",NA,NA,NA,NA,NA,NA,2.2,379,NA,NA,NA,"IRGA",NA,3,78.5,"9to10.5",10,0.5,NA,874.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1348.85,NA,NA,248.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7429,"2019-11-7",9620,"Song","Q01","JM","China","Inner Mongolia","Duolun county","CN-IM-CLIP",2011,1,42.033,116.267,NA,"Clip","Clipped 80% of aboveground biomass",NA,NA,"Dasyhippus barbipes, Oedaleus decorus asiati us","Temperate","Steppe","Managed",NA,NA,"Haplic calcisol",NA,NA,NA,NA,NA,NA,2.2,379,NA,NA,NA,"IRGA",NA,3,78.5,"9to10.5",10,0.5,NA,643.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,938.36,NA,NA,92.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,"2019-11-7",9620,"Song","Q01","JM","China","Inner Mongolia","Duolun county","CN-IM-CLIP200LOC",2011,1,42.033,116.267,NA,"Clip, locust carcass addition","200 individuals/m^-2, clipped 80% of aboveground biomass",NA,NA,"Dasyhippus barbipes, Oedaleus decorus asiati us","Temperate","Steppe","Managed",NA,NA,"Haplic calcisol",NA,NA,NA,NA,NA,NA,2.2,379,NA,NA,NA,"IRGA",NA,3,78.5,"9to10.5",10,0.5,NA,731.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1185.55,NA,NA,172.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7431,"2019-11-7",9620,"Song","Q01","JM","China","Inner Mongolia","Duolun county","CN-IM-CLIP400LOC",2011,1,42.033,116.267,NA,"Clip, locust carcass addition","400 individuals/m^-2. clipped 80% of aboveground biomass",NA,NA,"Dasyhippus barbipes, Oedaleus decorus asiati us","Temperate","Steppe","Managed",NA,NA,"Haplic calcisol",NA,NA,NA,NA,NA,NA,2.2,379,NA,NA,NA,"IRGA",NA,3,78.5,"9to10.5",10,0.5,NA,725.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1243.3,NA,NA,180.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7432,"2019-11-8",9594,"Wan","Q01","JM","China","Guangdong province","Heshan National Field Research Station","CN-GD-CK",2010.5,2,22.617,112.333,NA,"None",NA,4,NA,"Eucalyptus urophylla","Subtropical","Forest","Managed","Evergreen","Aggrading","Ultisol",NA,NA,NA,NA,NA,NA,21.7,1700,NA,NA,NA,"IRGA",NA,3,314,"9to12",30,1,NA,642.72,NA,NA,NA,NA,NA,NA,NA,2.107933,1.288817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wet season: Apr.-Sep., dry season: Oct.-Mar."
7433,"2019-11-8",9594,"Wan","Q01","JM","China","Guangdong province","Heshan National Field Research Station","CN-GD-UR",2010.5,2,22.617,112.333,NA,"Understory removal","Above & belowground components of understory removed",4,NA,"Eucalyptus urophylla","Subtropical","Forest","Managed","Evergreen","Aggrading","Ultisol",NA,NA,NA,NA,NA,NA,21.7,1700,NA,NA,NA,"IRGA",NA,3,314,"9to12",30,1,NA,546.18,NA,NA,NA,NA,NA,NA,NA,1.81285,1.073717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wet season: Apr.-Sep., dry season: Oct.-Mar."
7434,"2019-11-8",9594,"Wan","Q01","JM","China","Guangdong province","Heshan National Field Research Station","CN-GD-FERT",2010.5,2,22.617,112.333,NA,"Fertilized","Two fertilizations: 5g/N/m^-2, and 10g/N/m^-2 with 10g/P2O5^-2 & 10g/K2O",4,NA,"Eucalyptus urophylla","Subtropical","Forest","Managed","Evergreen","Aggrading","Ultisol",NA,NA,NA,NA,NA,NA,21.7,1700,NA,NA,NA,"IRGA",NA,3,314,"9to12",30,1,NA,800.3,NA,NA,NA,NA,NA,NA,NA,2.717383,1.512175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wet season: Apr.-Sep., dry season: Oct.-Mar."
7435,"2019-11-8",9594,"Wan","Q01","JM","China","Guangdong province","Heshan National Field Research Station","CN-GD-URFERT",2010.5,2,22.617,112.333,NA,"Litter manipulation, fertilized","Above & belowground components of understory removed, Two fertilizations: 5g/N/m^-2, and 10g/N/m^-2 with 10g/P2O5^-2 & 10g/K2O",4,NA,"Eucalyptus urophylla","Subtropical","Forest","Managed","Evergreen","Aggrading","Ultisol",NA,NA,NA,NA,NA,NA,21.7,1700,NA,NA,NA,"IRGA",NA,3,314,"9to12",30,1,NA,551.93,NA,NA,NA,NA,NA,NA,NA,1.867317,1.049592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wet season: Apr.-Sep., dry season: Oct.-Mar."
7438,"2019-11-8",9548,"Liu","Q01","DP","China","Jiangsu","Nanjing Agricultural University","CN-JS-NTCK",2009.8,1,33.316,120.75,4,"None","NT-Control",NA,0,"Helianthus tuberosus",NA,"Agriculture","Managed","Evergreen","Mature","Fluvoaquic","Dry",1.28,17.5,67,12,21,NA,NA,NA,16.75,1078,"Gas chromatography",NA,5,314,"9to11",10,1,"Exclusion",278,NA,NA,NA,NA,227.05,NA,2.75,NA,NA,NA,NA,NA,1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs_annual read from Figure 2?"
7439,"2019-11-8",9548,"Liu","Q01","DP","China","Jiangsu","Nanjing Agricultural University","CN-JS-NTPP",2009.8,1,33.316,120.75,4,"Fertilized","4.5 t ha^-1 peat, 2.1 t ha^-1 phosphogypsum",NA,0,"Helianthus tuberosus",NA,"Agriculture","Managed","Evergreen","Mature","Fluvoaquic","Dry",1.28,17.5,67,12,21,NA,NA,NA,16.75,1078,"Gas chromatography",NA,5,314,"9to11",10,1,"Exclusion",299,NA,NA,NA,NA,247.604,NA,2.398,NA,NA,NA,NA,NA,2279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs_annual read from Figure 2?"
7440,"2019-11-8",9548,"Liu","Q01","DP","China","Jiangsu","Nanjing Agricultural University","CN-JS-NTWS",2009.8,1,33.316,120.75,4,"Fertilized","4.5 t ha^-1 wheat straw mulch",NA,0,"Helianthus tuberosus",NA,"Agriculture","Managed","Evergreen","Mature","Fluvoaquic","Dry",1.28,17.5,67,12,21,NA,NA,NA,16.75,1078,"Gas chromatography",NA,5,314,"9to11",10,1,"Exclusion",367,NA,NA,NA,NA,266.246,NA,3.8,NA,NA,NA,NA,NA,1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs_annual read from Figure 2?"
7441,"2019-11-8",9548,"Liu","Q01","DP","China","Jiangsu","Nanjing Agricultural University","CN-JS-RTCK",2009.8,1,33.316,120.75,4,"None","RT-Control",NA,0,"Helianthus tuberosus",NA,"Agriculture","Managed","Evergreen","Mature","Fluvoaquic","Dry",1.28,17.5,67,12,21,NA,NA,NA,16.75,1078,"Gas chromatography",NA,5,314,"9to11",10,1,"Exclusion",293,NA,NA,NA,NA,265.051,NA,3.12,NA,NA,NA,NA,NA,1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs_annual read from Figure 2?"
7442,"2019-11-8",9548,"Liu","Q01","DP","China","Jiangsu","Nanjing Agricultural University","CN-JS-RTPP",2009.8,1,33.316,120.75,4,"Fertilized","4.5 t ha^-1 peat, 2.1 t ha^-1 phosphogypsum",NA,0,"Helianthus tuberosus",NA,"Agriculture","Managed","Evergreen","Mature","Fluvoaquic","Dry",1.28,17.5,67,12,21,NA,NA,NA,16.75,1078,"Gas chromatography",NA,5,314,"9to11",10,1,"Exclusion",300,NA,NA,NA,NA,292.297,NA,2.83,NA,NA,NA,NA,NA,1891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs_annual read from Figure 2?"
7443,"2019-11-8",9548,"Liu","Q01","DP","China","Jiangsu","Nanjing Agricultural University","CN-JS-RTWS",2009.8,1,33.316,120.75,4,"Fertilized","4.5 t ha^-1 wheat straw mulch",NA,0,"Helianthus tuberosus",NA,"Agriculture","Managed","Evergreen","Mature","Fluvoaquic","Dry",1.28,17.5,67,12,21,NA,NA,NA,16.75,1078,"Gas chromatography",NA,5,314,"9to11",10,1,"Exclusion",312,NA,NA,NA,NA,297.555,NA,3.16,NA,NA,NA,NA,NA,1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs_annual read from Figure 2?"
7469,"2019-11-14",9662,"Wang","Q01","JM","China","Yunnan-guizhou plateau","Yunnan Forest Ecosystem Positioning Research Station","CN-YN-15YR",2013,1,23.772,101.268,2180,"None",NA,NA,15,"Pinus yunnanensis","Subtropical","Forest","Managed","Evergreen","Aggrading","Red soil",NA,NA,20.4,NA,NA,NA,15,1050,NA,NA,NA,"IRGA",NA,2.5,78.5,"10to16",73,1,NA,736.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7470,"2019-11-14",9662,"Wang","Q01","JM","China","Yunnan-guizhou plateau","Yunnan Forest Ecosystem Positioning Research Station","CN-YN-30YR",2013,1,23.772,101.268,2178,"None",NA,NA,30,"Pinus yunnanensis","Subtropical","Forest","Managed","Evergreen","Mature","Red soil",NA,NA,17.4,NA,NA,NA,15,1050,NA,NA,NA,"IRGA",NA,2.5,78.5,"10to16",73,1,NA,1098.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7471,"2019-11-14",9662,"Wang","Q01","JM","China","Yunnan-guizhou plateau","Yunnan Forest Ecosystem Positioning Research Station","CN-YN-45YR",2013,1,23.772,101.268,2240,"None",NA,NA,45,"Pinus yunnanensis","Subtropical","Forest","Managed","Evergreen","Mature","Red soil",NA,NA,19.3,NA,NA,NA,15,1050,NA,NA,NA,"IRGA",NA,2.5,78.5,"10to16",73,1,NA,882.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7568,"2019-11-26",8227,"Fan","Q01","JM","China","Fujian Province","Guanzhuang National Forestry Farm","CN-FJ-CK",2010.5,1,26.5,117.72,NA,"None","Untrenched",NA,NA,"Cunninghamia lanceolata","Subtropical","Forest","Managed","Evergreen","Aggrading","Acrisol",NA,NA,NA,NA,NA,NA,19.2,1628,NA,NA,NA,"IRGA",NA,2,314,"9to12",30,1,"Exclusion",1140.22,NA,NA,NA,432.85,715.61,NA,NA,NA,NA,NA,NA,-193,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7569,"2019-11-26",8227,"Fan","Q01","JM","China","Fujian Province","Guanzhuang National Forestry Farm","CN-FJ-60KGN",2010.5,1,26.5,117.72,NA,"Fertilized","60 kg/ha/yr N addition",NA,NA,"Cunninghamia lanceolata","Subtropical","Forest","Managed","Evergreen","Aggrading","Acrisol",NA,NA,NA,NA,NA,NA,19.2,1628,NA,NA,NA,"IRGA",NA,2,314,"9to12",30,1,"Exclusion",1006.97,NA,NA,NA,386.06,645.15,NA,NA,NA,NA,NA,NA,-122,71.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7570,"2019-11-26",8227,"Fan","Q01","JM","China","Fujian Province","Guanzhuang National Forestry Farm","CN-FJ-120KGN",2010.5,1,26.5,117.72,NA,"Fertilized","120 kg/ha/yr N addition",NA,NA,"Cunninghamia lanceolata","Subtropical","Forest","Managed","Evergreen","Aggrading","Acrisol",NA,NA,NA,NA,NA,NA,19.2,1628,NA,NA,NA,"IRGA",NA,2,314,"9to12",30,1,"Exclusion",863.81,NA,NA,NA,287.72,574.76,NA,NA,NA,NA,NA,NA,5,57.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7571,"2019-11-26",8227,"Fan","Q01","JM","China","Fujian Province","Guanzhuang National Forestry Farm","CN-FJ-240KGN",2010.5,1,26.5,117.72,NA,"Fertilized","240 kg/ha/yr N addition",NA,NA,"Cunninghamia lanceolata","Subtropical","Forest","Managed","Evergreen","Aggrading","Acrisol",NA,NA,NA,NA,NA,NA,19.2,1628,NA,NA,NA,"IRGA",NA,2,314,"9to12",30,1,"Exclusion",765.08,NA,NA,NA,238.45,532.79,NA,NA,NA,NA,NA,NA,28,78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7686,"2019-12-10",11017,"Zeng","Q01","JM","China","Hebei","Armeniaca sibirica","CN-HB-AS",2013.5,1,37.88,114.22,350,"None",NA,NA,NA,"Armeniaca sibirica","Temperate","Forest",NA,"Deciduous",NA,"Ustalf","Dry",NA,2.11,51.5,34.5,14,13.2,570,NA,NA,NA,"IRGA",NA,3,314,"9to13",22.5,1,"Exclusion",484.39,NA,NA,NA,94.61,389.78,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meas_interval defined as twice a month during the growing season, and once a month during the dormant season."
7687,"2019-12-10",11017,"Zeng","Q01","JM","China","Hebei","Vitex negundo","CN-HB-VS",2013.5,1,37.88,114.22,350,"None",NA,NA,NA,"Vitex negundo","Temperate","Forest",NA,"Deciduous",NA,"Ustalf","Dry",NA,1.85,51.5,34.5,14,13.2,570,NA,NA,NA,"IRGA",NA,3,314,"9to13",22.5,1,"Exclusion",404.92,NA,NA,NA,105.96,280.04,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meas_interval defined as twice a month during the growing season, and once a month during the dormant season."
