"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Site_ID","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes"
8245,"2020-02-05",8707,"Gong",NA,"Q1","JJ","China","Xinjiang","Tianshang","CN-CJ-N10",2010.5,1,42.88,83.7,2500,"None",NA,NA,NA,"Stipa purpurea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,-4.8,265.7,NA,NA,NA,"Gas chromatography",NA,3,2500,"12to14",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8246,"2020-02-05",8707,"Gong",NA,"Q1","JJ","China","Xinjiang","Tianshang","CN-CJ-N30",2010.5,1,42.88,83.7,2500,"None",NA,NA,NA,"Stipa purpurea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,-4.8,265.7,NA,NA,NA,"Gas chromatography",NA,3,2500,"12to14",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8247,"2020-02-05",8707,"Gong",NA,"Q1","JJ","China","Xinjiang","Tianshang","CN-CJ-N90",2010.5,1,42.88,83.7,2500,"None",NA,NA,NA,"Stipa purpurea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,-4.8,265.7,NA,NA,NA,"Gas chromatography",NA,3,2500,"12to14",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8248,"2020-02-05",8707,"Gong",NA,"Q1","JJ","China","Xinjiang","Tianshang","CN-CJ-N150",2010.5,1,42.88,83.7,2500,"None",NA,NA,NA,"Stipa purpurea","Temperate","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,-4.8,265.7,NA,NA,NA,"Gas chromatography",NA,3,2500,"12to14",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8249,"2020-02-05",8722,"Fu",NA,"Q1","JJ","China","Tibet","Damxung","CN-TB-4313MCK",2010.5,1,30.5,91.05,4313,"None",NA,NA,NA,"Kobresia spp.","Temperate","Meadow","Unmanaged","Deciduous","Aggrading","Sandy loam","Dry",NA,NA,NA,NA,NA,1.3,NA,1725.7,NA,NA,"IRGA",NA,2.5,314,"9to11",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8250,"2020-02-05",8722,"Fu",NA,"Q1","JJ","China","Tibet","Damxung","CN-TB-4513MCK",2010.5,1,30.5,91.05,4513,"None",NA,NA,NA,"Kobresia spp.","Temperate","Meadow","Unmanaged","Deciduous","Aggrading","Sandy loam","Dry",NA,NA,NA,NA,NA,1.3,NA,1725.7,NA,NA,"IRGA",NA,2.5,314,"9to11",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8251,"2020-02-05",8722,"Fu",NA,"Q1","JJ","China","Tibet","Damxung","CN-TB-4693MCK",2010.5,1,30.5,91.05,4693,"None",NA,NA,NA,"Kobresia spp.","Temperate","Meadow","Unmanaged","Deciduous","Aggrading","Sandy loam","Dry",NA,NA,NA,NA,NA,1.3,NA,1725.7,NA,NA,"IRGA",NA,2.5,314,"9to11",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8252,"2020-02-05",8722,"Fu",NA,"Q1","JJ","China","Tibet","Damxung","CN-TB-4313MGRAZ",2010.5,1,30.5,91.05,4313,"Grazing",NA,NA,NA,"Kobresia spp.","Temperate","Meadow","Managed","Deciduous","Aggrading","Sandy loam","Dry",NA,NA,NA,NA,NA,1.3,NA,1725.7,NA,NA,"IRGA",NA,2.5,314,"9to11",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8253,"2020-02-05",8722,"Fu",NA,"Q1","JJ","China","Tibet","Damxung","CN-TB-4513MGRAZ",2010.5,1,30.5,91.05,4513,"Grazing",NA,NA,NA,"Kobresia spp.","Temperate","Meadow","Managed","Deciduous","Aggrading","Sandy loam","Dry",NA,NA,NA,NA,NA,1.3,NA,1725.7,NA,NA,"IRGA",NA,2.5,314,"9to11",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8254,"2020-02-05",8722,"Fu",NA,"Q1","JJ","China","Tibet","Damxung","CN-TB-4693MGRAZ",2010.5,1,30.5,91.05,4693,"Grazing",NA,NA,NA,"Kobresia spp.","Temperate","Meadow","Managed","Deciduous","Aggrading","Sandy loam","Dry",NA,NA,NA,NA,NA,1.3,NA,1725.7,NA,NA,"IRGA",NA,2.5,314,"9to11",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8255,"2020-02-05",8727,"Wang",NA,"Q1","JJ","China","Northeast","Songnen","CN-NE-CV",2011,1,45.6,123.84,140,"None",NA,NA,NA,"Chloris virgata","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,16.4,NA,NA,NA,4.3,410,NA,NA,NA,"IRGA",5,2,78.5,"7to10",30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2-3"
8256,"2020-02-05",8727,"Wang",NA,"Q1","JJ","China","Northeast","Songnen","CN-NE-PD",2011,1,45.6,123.84,140,"None",NA,NA,NA,"Puccinellia distans","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,12.3,NA,NA,NA,4.3,410,NA,NA,NA,"IRGA",5,2,78.5,"7to10",30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2-3"
8257,"2020-02-05",8727,"Wang",NA,"Q1","JJ","China","Northeast","Songnen","CN-NE-PA",2011,1,45.6,123.84,140,"None",NA,NA,NA,"Phragmites australis","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,15.8,NA,NA,NA,4.3,410,NA,NA,NA,"IRGA",5,2,78.5,"7to10",30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2-3"
8258,"2020-02-05",8727,"Wang",NA,"Q1","JJ","China","Northeast","Songnen","CN-NE-LC",2011,1,45.6,123.84,140,"None",NA,NA,NA,"Leymus chinensis","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,25.6,NA,NA,NA,4.3,410,NA,NA,NA,"IRGA",5,2,78.5,"7to10",30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2-3"
8259,"2020-02-06",8728,"Hu",NA,"Q1","JJ","China","Ningxia","Zhongwei, Shapotou","CN-NX-ALGAE",2011.5,1,37.53,105.03,1330,"None",NA,50,NA,"Caragana korshinshii, Hedysarum scoparium","Temperate","Shrubland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,9.6,186.5,2400,NA,NA,"Gas chromatography",15,NA,1600,"9to10",30,1,NA,90.0653,11.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8260,"2020-02-06",8728,"Hu",NA,"Q1","JJ","China","Ningxia","Zhongwei, Shapotou","CN-NX-MOSS",2011.5,1,37.53,105.03,1330,"None",NA,50,NA,"Caragana korshinshii, Hedysarum scoparium","Temperate","Shrubland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,9.6,186.5,2400,NA,NA,"Gas chromatography",15,NA,1600,"9to10",30,1,NA,251.0839,71.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8261,"2020-02-06",8728,"Hu",NA,"Q1","JJ","China","Ningxia","Zhongwei, Shapotou","CN-NX-1964",2011.5,1,37.53,105.03,1330,"None",NA,30,NA,"Caragana korshinshii, Hedysarum scoparium","Temperate","Shrubland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,9.6,186.5,2400,NA,NA,"Gas chromatography",15,NA,1600,"9to10",30,1,NA,266.6124,71.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8262,"2020-02-06",8728,"Hu",NA,"Q1","JJ","China","Ningxia","Zhongwei, Shapotou","CN-NX-1981",2011.5,1,37.53,105.03,1330,"None",NA,30,NA,"Caragana korshinshii, Hedysarum scoparium","Temperate","Shrubland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,9.6,186.5,2400,NA,NA,"Gas chromatography",15,NA,1600,"9to10",30,1,NA,179.175,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8263,"2020-02-06",8728,"Hu",NA,"Q1","JJ","China","Ningxia","Zhongwei, Shapotou","CN-NX-CK",2011.5,1,37.53,105.03,1330,"None",NA,30,NA,"Caragana korshinshii, Hedysarum scoparium","Temperate","Desert","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,9.6,186.5,2400,NA,NA,"Gas chromatography",15,NA,1600,"9to10",30,1,NA,83.1372,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8264,"2020-02-06",8730,"Zhang",NA,"Q1","JJ","China","Hunan","Qinyang","CN-HA-CK",2009,1,26.75,111.87,120,"None",NA,NA,20,"Zea mays","Subtropical","Agriculture","Managed","Deciduous","Aggrading","Red soil","Dry",1.31,7.83,NA,NA,NA,18.6,1431,NA,NA,NA,"Gas chromatography",15,NA,NA,"9to12",10.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8265,"2020-02-06",8730,"Zhang",NA,"Q1","JJ","China","Hunan","Qinyang","CN-HA-NPK",2009,1,26.75,111.87,120,"Fertilized",NA,NA,20,"Zea mays","Subtropical","Agriculture","Managed","Deciduous","Aggrading","Red soil","Dry",1.19,8.42,NA,NA,NA,18.6,1431,NA,NA,NA,"Gas chromatography",15,NA,NA,"9to12",10.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8266,"2020-02-06",8730,"Zhang",NA,"Q1","JJ","China","Hunan","Qinyang","CN-HA-NPKM",2009,1,26.75,111.87,120,"Fertilized",NA,NA,20,"Zea mays","Subtropical","Agriculture","Managed","Deciduous","Aggrading","Red soil","Dry",1.26,9.53,NA,NA,NA,18.6,1431,NA,NA,NA,"Gas chromatography",15,NA,NA,"9to12",10.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8267,"2020-02-06",8730,"Zhang",NA,"Q1","JJ","China","Hunan","Qinyang","CN-HA-M",2009,1,26.75,111.87,120,"Fertilized",NA,NA,20,"Zea mays","Subtropical","Agriculture","Managed","Deciduous","Aggrading","Red soil","Dry",1.34,9.95,NA,NA,NA,18.6,1431,NA,NA,NA,"Gas chromatography",15,NA,NA,"9to12",10.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8268,"2020-02-06",8730,"Zhang",NA,"Q1","JJ","China","Hunan","Qinyang","CN-HA-NPKS",2009,1,26.75,111.87,120,"Fertilized, litter manipulation","Fertilized, straw return",NA,20,"Zea mays","Subtropical","Agriculture","Managed","Deciduous","Aggrading","Red soil","Dry",1.21,8.02,NA,NA,NA,18.6,1431,NA,NA,NA,"Gas chromatography",15,NA,NA,"9to12",10.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8301,"2020-02-06",8846,"Jia",NA,"Q01","JM","China","Shaanxi","Shenmu Erosion and Environment Research Station","CN-SN-ALF",2010.5,1,38.82,110.38,NA,"None",NA,NA,NA,"Medicago sativa","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,8.4,400,785,NA,NA,"Gas chromatography",NA,3,490.87,"9to11",7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,NA,NA,NA,NA,NA,NA,NA,344.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8302,"2020-02-06",8846,"Jia",NA,"Q01","JM","China","Shaanxi","Shenmu Erosion and Environment Research Station","CN-SN-BNE",2010.5,1,38.82,110.38,NA,"None",NA,NA,NA,"Stipa bungeana","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,8.4,400,785,NA,NA,"Gas chromatography",NA,3,490.87,"9to11",7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,176.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8303,"2020-02-06",8846,"Jia",NA,"Q01","JM","China","Shaanxi","Shenmu Erosion and Environment Research Station","CN-SN-DALF",2010.5,1,38.82,110.38,NA,"None",NA,NA,NA,"Medicago sativa","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,8.4,400,785,NA,NA,"Gas chromatography",NA,3,490.87,"9to11",7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,206.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Degraded Medicago sativa"
8304,"2020-02-06",8846,"Jia",NA,"Q01","JM","China","Shaanxi","Shenmu Erosion and Environment Research Station","CN-SN-NAF",2010.5,1,38.82,110.38,NA,"None",NA,NA,NA,"Stipa bungeana","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,8.4,400,785,NA,NA,"Gas chromatography",NA,3,490.87,"9to11",7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,111.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow land for natural recovery of vegetation"
8305,"2020-02-06",8846,"Jia",NA,"Q01","JM","China","Shaanxi","Shenmu Erosion and Environment Research Station","CN-SN-WAALF",2010.5,1,38.82,110.38,NA,"Precipitation amount change","50mm/yr",NA,NA,"Medicago sativa","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,8.4,400,785,NA,NA,"Gas chromatography",NA,3,490.87,"9to11",7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,NA,NA,NA,NA,NA,NA,NA,457.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8306,"2020-02-06",8846,"Jia",NA,"Q01","JM","China","Shaanxi","Shenmu Erosion and Environment Research Station","CN-SN-WABNE",2010.5,1,38.82,110.38,NA,"Precipitation amount change","50mm/yr",NA,NA,"Stipa bungeana","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,8.4,400,785,NA,NA,"Gas chromatography",NA,3,490.87,"9to11",7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,NA,NA,NA,NA,NA,NA,NA,217.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8307,"2020-02-06",8846,"Jia",NA,"Q01","JM","China","Shaanxi","Shenmu Erosion and Environment Research Station","CN-SN-WADALF",2010.5,1,38.82,110.38,NA,"Precipitation amount change","50mm/yr",NA,NA,"Medicago sativa","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,8.4,400,785,NA,NA,"Gas chromatography",NA,3,490.87,"9to11",7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA,261.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Degraded Medicago sativa"
8308,"2020-02-06",8846,"Jia",NA,"Q01","JM","China","Shaanxi","Shenmu Erosion and Environment Research Station","CN-SN-WANAF",2010.5,1,38.82,110.38,NA,"Precipitation amount change","50mm/yr",NA,NA,"Stipa bungeana","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,8.4,400,785,NA,NA,"Gas chromatography",NA,3,490.87,"9to11",7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA,136.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow land for natural recovery of vegetation"
8309,"2020-02-06",8846,"Jia",NA,"Q01","JM","China","Shaanxi","Shenmu Erosion and Environment Research Station","CN-SN-ALF",2011.5,1,38.82,110.38,NA,"None",NA,NA,NA,"Medicago sativa","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,8.4,400,785,NA,NA,"Gas chromatography",NA,3,490.87,"9to11",7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,NA,NA,NA,NA,NA,NA,NA,318.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8310,"2020-02-06",8846,"Jia",NA,"Q01","JM","China","Shaanxi","Shenmu Erosion and Environment Research Station","CN-SN-BNE",2011.5,1,38.82,110.38,NA,"None",NA,NA,NA,"Stipa bungeana","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,8.4,400,785,NA,NA,"Gas chromatography",NA,3,490.87,"9to11",7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,157.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8311,"2020-02-06",8846,"Jia",NA,"Q01","JM","China","Shaanxi","Shenmu Erosion and Environment Research Station","CN-SN-DALF",2011.5,1,38.82,110.38,NA,"None",NA,NA,NA,"Medicago sativa","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,8.4,400,785,NA,NA,"Gas chromatography",NA,3,490.87,"9to11",7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,NA,NA,NA,NA,NA,NA,NA,202.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Degraded Medicago sativa"
8312,"2020-02-06",8846,"Jia",NA,"Q01","JM","China","Shaanxi","Shenmu Erosion and Environment Research Station","CN-SN-NAF",2011.5,1,38.82,110.38,NA,"None",NA,NA,NA,"Stipa bungeana","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,8.4,400,785,NA,NA,"Gas chromatography",NA,3,490.87,"9to11",7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,113.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow land for natural recovery of vegetation"
8313,"2020-02-06",8846,"Jia",NA,"Q01","JM","China","Shaanxi","Shenmu Erosion and Environment Research Station","CN-SN-WAALF",2011.5,1,38.82,110.38,NA,"Precipitation amount change","50mm/yr",NA,NA,"Medicago sativa","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,8.4,400,785,NA,NA,"Gas chromatography",NA,3,490.87,"9to11",7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,NA,NA,NA,NA,NA,NA,NA,420.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8314,"2020-02-06",8846,"Jia",NA,"Q01","JM","China","Shaanxi","Shenmu Erosion and Environment Research Station","CN-SN-WABNE",2011.5,1,38.82,110.38,NA,"Precipitation amount change","50mm/yr",NA,NA,"Stipa bungeana","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,8.4,400,785,NA,NA,"Gas chromatography",NA,3,490.87,"9to11",7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,NA,NA,NA,NA,NA,NA,NA,232.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8315,"2020-02-06",8846,"Jia",NA,"Q01","JM","China","Shaanxi","Shenmu Erosion and Environment Research Station","CN-SN-WADALF",2011.5,1,38.82,110.38,NA,"Precipitation amount change","50mm/yr",NA,NA,"Medicago sativa","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,8.4,400,785,NA,NA,"Gas chromatography",NA,3,490.87,"9to11",7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,NA,NA,NA,NA,NA,NA,NA,260.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Degraded Medicago sativa"
8316,"2020-02-06",8846,"Jia",NA,"Q01","JM","China","Shaanxi","Shenmu Erosion and Environment Research Station","CN-SN-WANAF",2011.5,1,38.82,110.38,NA,"Precipitation amount change","50mm/yr",NA,NA,"Stipa bungeana","Temperate","Grassland","Unmanaged","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,8.4,400,785,NA,NA,"Gas chromatography",NA,3,490.87,"9to11",7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA,147.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow land for natural recovery of vegetation"
8317,"2020-02-06",8755,"Wang",NA,"Q01","JJ","China","Ningxia","Yanchi","CN-NX-YC",2012.5,1,37.5,107.07,1550,"None",NA,NA,NA,"Artemisia ordosical","Temperate","Shrubland","Unmanaged","Deciduous","Aggrading","Sandy","Dry",1.6,NA,NA,NA,NA,8.1,292,2024,NA,NA,"IRGA",10,7,323.49,"0to24",0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
